Fiscal Year,TIF Number,TIF Name,Period,Amount
2010,T-122,Drexel Boulevard,Beginning Balance,377451
2010,T-122,Drexel Boulevard,Ending Balance,240313
2010,T-019,Eastman/North Branch,Beginning Balance,1305271
2010,T-019,Eastman/North Branch,Ending Balance,1469856
2010,T-130,Edgewater/Ashland,Beginning Balance,3833210
2010,T-130,Edgewater/Ashland,Ending Balance,3826110
2010,T-153,Elston/Armstrong Industrial Corridor,Beginning Balance,897927
2010,T-153,Elston/Armstrong Industrial Corridor,Ending Balance,1251442
2010,T-021,Englewood Mall,Beginning Balance,5937810
2010,T-021,Englewood Mall,Ending Balance,5429628
2010,T-106,Englewood Neighborhood,Beginning Balance,20451696
2010,T-106,Englewood Neighborhood,Ending Balance,23756727
2010,T-169,Ewing Avenue,Beginning Balance,0
2010,T-169,Ewing Avenue,Ending Balance,647046
2010,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Beginning Balance,628948
2010,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Ending Balance,723077
2010,T-087,Fullerton/Milwaukee,Beginning Balance,17687398
2010,T-087,Fullerton/Milwaukee,Ending Balance,40622758
2010,T-071,Galewood/Armitage Industrial,Beginning Balance,10028524
2010,T-071,Galewood/Armitage Industrial,Ending Balance,19828677
2010,T-023,Goose Island,Beginning Balance,10217084
2010,T-023,Goose Island,Ending Balance,10171100
2010,T-066,Greater Southwest Industrial Corridor (East),Beginning Balance,2402560
2010,T-066,Greater Southwest Industrial Corridor (East),Ending Balance,2025144
2010,T-092,Greater Southwest Industrial Corridor (West),Beginning Balance,8932550
2010,T-092,Greater Southwest Industrial Corridor (West),Ending Balance,9737142
2010,T-148,Harlem Industrial Park Conservation Area,Beginning Balance,608688
2010,T-148,Harlem Industrial Park Conservation Area,Ending Balance,701057
2010,T-144,Harrison/Central,Beginning Balance,1817740
2010,T-144,Harrison/Central,Ending Balance,1255237
2010,T-157,Hollywood/Sheridan,Beginning Balance,492779
2010,T-157,Hollywood/Sheridan,Ending Balance,2323240
2010,T-025,Homan/Grand Trunk,Beginning Balance,2287149
2010,T-025,Homan/Grand Trunk,Ending Balance,2528828
2010,T-024,Homan-Arthington,Beginning Balance,4163103
2010,T-024,Homan-Arthington,Ending Balance,4469430
2010,T-026,Howard-Paulina,Beginning Balance,9434214
2010,T-026,Howard-Paulina,Ending Balance,3481767
2010,T-108,Humboldt Park Commercial,Beginning Balance,6771623
2010,T-108,Humboldt Park Commercial,Ending Balance,9262754
2010,T-165,Irving Park/Elston,Beginning Balance,0
2010,T-165,Irving Park/Elston,Ending Balance,507998
2010,T-027,Irving/Cicero,Beginning Balance,715294
2010,T-027,Irving/Cicero,Ending Balance,677920
2010,T-057,Jefferson Park Business District,Beginning Balance,2797787
2010,T-057,Jefferson Park Business District,Ending Balance,3567009
2010,T-101,Jefferson/Roosevelt,Beginning Balance,11760644
2010,T-101,Jefferson/Roosevelt,Ending Balance,16078011
2010,T-160,Kennedy/Kimball,Beginning Balance,9193
2010,T-160,Kennedy/Kimball,Ending Balance,383941
2010,T-052,Kinzie Industrial Corridor,Beginning Balance,49738032
2010,T-052,Kinzie Industrial Corridor,Ending Balance,50393394
2010,T-162,Kostner Avenue,Beginning Balance,2748
2010,T-162,Kostner Avenue,Ending Balance,2398
2010,T-103,Lake Calumet Area Industrial,Beginning Balance,16574192
2010,T-103,Lake Calumet Area Industrial,Ending Balance,14402458
2010,T-119,Lakefront,Beginning Balance,355823
2010,T-119,Lakefront,Ending Balance,519491
2010,T-137,Lakeside/Clarendon,Beginning Balance,204554
2010,T-137,Lakeside/Clarendon,Ending Balance,290530
2010,T-147,LaSalle Central,Beginning Balance,51542540
2010,T-147,LaSalle Central,Ending Balance,47454250
2010,T-109,Lawrence/Broadway,Beginning Balance,5211296
2010,T-109,Lawrence/Broadway,Ending Balance,7533292
2010,T-088,Lawrence/Kedzie,Beginning Balance,14802651
2010,T-088,Lawrence/Kedzie,Ending Balance,18545129
2010,T-116,Lawrence/Pulaski,Beginning Balance,5959103
2010,T-116,Lawrence/Pulaski,Ending Balance,7519872
2010,T-077,Lincoln Avenue,Beginning Balance,31154664
2010,T-077,Lincoln Avenue,Ending Balance,14571633
2010,T-028,Lincoln-Belmont-Ashland,Beginning Balance,1814499
2010,T-028,Lincoln-Belmont-Ashland,Ending Balance,1605353
2010,T-164,Little Village East,Beginning Balance,1
2010,T-164,Little Village East,Ending Balance,168656
2010,T-152,Little Village Industrial Corridor,Beginning Balance,1420505
2010,T-152,Little Village Industrial Corridor,Ending Balance,1779165
2010,T-126,Madden/Wells,Beginning Balance,1019465
2010,T-126,Madden/Wells,Ending Balance,1303284
2010,T-075,Madison/Austin Corridor,Beginning Balance,6078471
2010,T-075,Madison/Austin Corridor,Ending Balance,8490168
2010,T-029,Michigan/Cermak,Beginning Balance,1974039
2010,T-029,Michigan/Cermak,Ending Balance,2633236
2010,T-089,Midway Industrial Corridor,Beginning Balance,3684448
2010,T-089,Midway Industrial Corridor,Ending Balance,4092245
2010,T-095,Midwest,Beginning Balance,38906899
2010,T-095,Midwest,Ending Balance,41464850
2010,T-102,Montclare,Beginning Balance,604903
2010,T-102,Montclare,Ending Balance,763625
2010,T-173,Montrose/Clarendon,Beginning Balance,0
2010,T-173,Montrose/Clarendon,Ending Balance,0
2010,T-030,Near North,Beginning Balance,48750217
2010,T-030,Near North,Ending Balance,51317215
2010,T-031,Near South,Beginning Balance,123234864
2010,T-031,Near South,Ending Balance,162621625
2010,T-032,Near West,Beginning Balance,50937516
2010,T-032,Near West,Ending Balance,54282776
2010,T-033,North Branch (North),Beginning Balance,24930382
2010,T-033,North Branch (North),Ending Balance,27490793
2010,T-034,North Branch (South),Beginning Balance,27654972
2010,T-034,North Branch (South),Ending Balance,28914730
2010,T-166,North Pullman,Beginning Balance,0
2010,T-166,North Pullman,Ending Balance,287052
2010,T-035,North-Cicero,Beginning Balance,1545098
2010,T-035,North-Cicero,Ending Balance,1576835
2010,T-064,Northwest Industrial Corridor,Beginning Balance,16544822
2010,T-064,Northwest Industrial Corridor,Ending Balance,18311486
2010,T-161,Ogden/Pulaski,Beginning Balance,1544976
2010,T-161,Ogden/Pulaski,Ending Balance,3860030
2010,T-100,Ohio/Wabash,Beginning Balance,1543155
2010,T-100,Ohio/Wabash,Ending Balance,592318
2010,T-154,Pershing/King,Beginning Balance,449889
2010,T-154,Pershing/King,Ending Balance,831188
2010,T-090,Peterson/Cicero,Beginning Balance,712318
2010,T-090,Peterson/Cicero,Ending Balance,1032528
2010,T-091,Peterson/Pulaski,Beginning Balance,4829848
2010,T-091,Peterson/Pulaski,Ending Balance,5160976
2010,T-053,Pilsen Industrial Corridor,Beginning Balance,51914377
2010,T-053,Pilsen Industrial Corridor,Ending Balance,50598633
2010,T-058,Portage Park,Beginning Balance,13260394
2010,T-058,Portage Park,Ending Balance,15351560
2010,T-135,Pratt/Ridge Industrial Park Conservation Area,Beginning Balance,563111
2010,T-135,Pratt/Ridge Industrial Park Conservation Area,Ending Balance,925348
2010,T-069,Pulaski Corridor,Beginning Balance,8786314
2010,T-069,Pulaski Corridor,Ending Balance,11438019
2010,T-172,Randolph/Wells,Beginning Balance,0
2010,T-172,Randolph/Wells,Ending Balance,2105
2010,T-139,Ravenswood Corridor,Beginning Balance,2154146
2010,T-139,Ravenswood Corridor,Ending Balance,3109977
2010,T-036,Read-Dunning,Beginning Balance,9939238
2010,T-036,Read-Dunning,Ending Balance,10871369
2010,T-037,River South,Beginning Balance,27279019
2010,T-037,River South,Ending Balance,34544557
2010,T-104,River West,Beginning Balance,23430754
2010,T-104,River West,Ending Balance,28286360
2010,T-039,Roosevelt/Canal,Beginning Balance,2324870
2010,T-039,Roosevelt/Canal,Ending Balance,1165439
2010,T-038,Roosevelt/Cicero,Beginning Balance,9714170
2010,T-038,Roosevelt/Cicero,Ending Balance,11969384
2010,T-062,Roosevelt/Racine,Beginning Balance,2115145
2010,T-062,Roosevelt/Racine,Ending Balance,2967535
2010,T-068,Roosevelt/Union,Beginning Balance,9273312
2010,T-068,Roosevelt/Union,Ending Balance,5260916
2010,T-040,Roosevelt-Homan,Beginning Balance,6396725
2010,T-040,Roosevelt-Homan,Ending Balance,7389750
2010,T-113,Roseland/Michigan,Beginning Balance,1935284
2010,T-113,Roseland/Michigan,Ending Balance,2751885
2010,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,2230655
2010,T-042,Sanitary Drainage and Ship Canal,Ending Balance,1876171
2010,T-093,South Chicago,Beginning Balance,3076485
2010,T-093,South Chicago,Ending Balance,4252143
2010,T-078,South Works Industrial,Beginning Balance,880856
2010,T-078,South Works Industrial,Ending Balance,977655
2010,T-149,Stevenson/Brighton,Beginning Balance,1682021
2010,T-149,Stevenson/Brighton,Ending Balance,2429367
2010,T-043,Stockyards Annex,Beginning Balance,12969812
2010,T-043,Stockyards Annex,Ending Balance,14346998
2010,T-044,Stockyards Industrial Commercial,Beginning Balance,5025398
2010,T-044,Stockyards Industrial Commercial,Ending Balance,5111876
2010,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,9087318
2010,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,9802759
2010,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,7439409
2010,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,7980090
2010,T-146,Touhy/Western,Beginning Balance,1754684
2010,T-146,Touhy/Western,Ending Balance,9745952
2010,T-158,Weed/Freemont,Beginning Balance,28025
2010,T-158,Weed/Freemont,Ending Balance,157089
2010,T-046,West Grand,Beginning Balance,176521
2010,T-046,West Grand,Ending Balance,194851
2010,T-083,West Irving Park,Beginning Balance,4336099
2010,T-083,West Irving Park,Ending Balance,4791180
2010,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,155030
2010,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,91951
2010,T-047,West Ridge/Peterson,Beginning Balance,1232309
2010,T-047,West Ridge/Peterson,Ending Balance,721280
2010,T-171,West Woodlawn,Beginning Balance,0
2010,T-171,West Woodlawn,Ending Balance,0
2010,T-084,Western Avenue North,Beginning Balance,11743235
2010,T-084,Western Avenue North,Ending Balance,15440620
2010,T-085,Western Avenue South,Beginning Balance,19898879
2010,T-085,Western Avenue South,Ending Balance,23946588
2010,T-142,Western Avenue/Rock Island,Beginning Balance,3632572
2010,T-142,Western Avenue/Rock Island,Ending Balance,5697111
2010,T-048,Western/Ogden,Beginning Balance,18892972
2010,T-048,Western/Ogden,Ending Balance,23364142
2010,T-110,Wilson Yard,Beginning Balance,20798300
2010,T-110,Wilson Yard,Ending Balance,16572992
2010,T-065,Woodlawn,Beginning Balance,9427929
2010,T-065,Woodlawn,Ending Balance,11241257
2009,T-111,105th/Vincennes,Beginning Balance,674399
2009,T-111,105th/Vincennes,Ending Balance,845521
2009,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,1754052
2009,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,2347308
2009,T-114,119th and Halsted,Beginning Balance,2404054
2009,T-114,119th and Halsted,Ending Balance,2774768
2009,T-125,119th/I-57,Beginning Balance,2221840
2009,T-125,119th/I-57,Ending Balance,2893649
2009,T-010,126th and Torrence,Beginning Balance,950455
2009,T-010,126th and Torrence,Ending Balance,1081978
2009,T-159,134th and Avenue K,Beginning Balance,0
2009,T-159,134th and Avenue K,Ending Balance,0
2009,T-072,24th/Michigan,Beginning Balance,1640133
2009,T-072,24th/Michigan,Ending Balance,2407421
2009,T-141,26th and King Drive,Beginning Balance,55863
2009,T-141,26th and King Drive,Ending Balance,235402
2009,T-079,35th and Wallace,Beginning Balance,1367730
2009,T-079,35th and Wallace,Ending Balance,1641498
2009,T-001,35th/Halsted,Beginning Balance,11696357
2009,T-001,35th/Halsted,Ending Balance,15391369
2009,T-131,35th/State,Beginning Balance,1408214
2009,T-131,35th/State,Ending Balance,1864201
2009,T-132,40th/State,Beginning Balance,0
2009,T-132,40th/State,Ending Balance,0
2009,T-055,43rd/Cottage Grove,Beginning Balance,6325379
2009,T-055,43rd/Cottage Grove,Ending Balance,7559298
2009,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,157688
2009,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,174357
2009,T-117,47th/Ashland,Beginning Balance,8414854
2009,T-117,47th/Ashland,Ending Balance,11037081
2009,T-121,47th/Halsted,Beginning Balance,8869807
2009,T-121,47th/Halsted,Ending Balance,11805186
2009,T-118,47th/King Drive,Beginning Balance,21218370
2009,T-118,47th/King Drive,Ending Balance,27731588
2009,T-136,47th/State,Beginning Balance,3905075
2009,T-136,47th/State,Ending Balance,5089915
2009,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,1189680
2009,T-004,49th Street/St. Lawrence Avenue,Ending Balance,1581177
2009,T-097,51st/Archer,Beginning Balance,29142404
2009,T-097,51st/Archer,Ending Balance,4548471
2009,T-105,53rd Street,Beginning Balance,2969150
2009,T-105,53rd Street,Ending Balance,3358710
2009,T-005,60th and Western,Beginning Balance,2902969
2009,T-005,60th and Western,Ending Balance,3210755
2009,T-143,63rd/Ashland,Beginning Balance,0
2009,T-143,63rd/Ashland,Ending Balance,0
2009,T-098,63rd/Pulaski,Beginning Balance,6028504
2009,T-098,63rd/Pulaski,Ending Balance,7397068
2009,T-124,67th/Cicero,Beginning Balance,306565
2009,T-124,67th/Cicero,Ending Balance,355666
2009,T-138,69th/Ashland,Beginning Balance,671028
2009,T-138,69th/Ashland,Ending Balance,763735
2009,T-060,71st/Stony Island,Beginning Balance,80173572
2009,T-060,71st/Stony Island,Ending Balance,48551611
2009,T-006,72nd and Cicero,Beginning Balance,1912693
2009,T-006,72nd and Cicero,Ending Balance,2272895
2009,T-007,73rd and Kedzie,Beginning Balance,506110
2009,T-007,73rd and Kedzie,Ending Balance,429018
2009,T-145,73rd/University,Beginning Balance,739864
2009,T-145,73rd/University,Ending Balance,1559304
2009,T-056,79th Street Corridor,Beginning Balance,2950711
2009,T-056,79th Street Corridor,Ending Balance,3767873
2009,T-112,79th Street/Southwest Highway,Beginning Balance,4263237
2009,T-112,79th Street/Southwest Highway,Ending Balance,5559775
2009,T-140,79th/Cicero,Beginning Balance,160592
2009,T-140,79th/Cicero,Ending Balance,440437
2009,T-155,79th/Vincennes,Beginning Balance,451220
2009,T-155,79th/Vincennes,Ending Balance,799007
2009,T-133,83rd/Stewart,Beginning Balance,149521
2009,T-133,83rd/Stewart,Ending Balance,536999
2009,T-127,87th/Cottage Grove,Beginning Balance,4861561
2009,T-127,87th/Cottage Grove,Ending Balance,5250324
2009,T-049,89th and State,Beginning Balance,380325
2009,T-049,89th and State,Ending Balance,393781
2009,T-009,95th and Western,Beginning Balance,3947943
2009,T-009,95th and Western,Ending Balance,4356302
2009,T-008,95th Street and Stony Island,Beginning Balance,3780655
2009,T-008,95th Street and Stony Island,Ending Balance,3850530
2009,T-011,Addison Corridor North,Beginning Balance,8022139
2009,T-011,Addison Corridor North,Ending Balance,9219391
2009,T-150,Addison South,Beginning Balance,1171506
2009,T-150,Addison South,Ending Balance,2917500
2009,T-067,Archer Courts,Beginning Balance,1206830
2009,T-067,Archer Courts,Ending Balance,1305308
2009,T-099,Archer/Central,Beginning Balance,3566680
2009,T-099,Archer/Central,Ending Balance,1838714
2009,T-163,Archer/Western,Beginning Balance,0
2009,T-163,Archer/Western,Ending Balance,0
2009,T-151,Armitage/Pulaski,Beginning Balance,250278
2009,T-151,Armitage/Pulaski,Ending Balance,499413
2009,T-156,Austin Commercial,Beginning Balance,1034363
2009,T-156,Austin Commercial,Ending Balance,2119684
2009,T-123,Avalon Park/South Shore,Beginning Balance,1859654
2009,T-123,Avalon Park/South Shore,Ending Balance,2172833
2009,T-167,Avondale,Beginning Balance,0
2009,T-167,Avondale,Ending Balance,0
2009,T-081,Belmont/Central,Beginning Balance,9965639
2009,T-081,Belmont/Central,Ending Balance,9588817
2009,T-082,Belmont/Cicero,Beginning Balance,2929400
2009,T-082,Belmont/Cicero,Ending Balance,3987400
2009,T-061,Bronzeville,Beginning Balance,17435465
2009,T-061,Bronzeville,Ending Balance,21486499
2009,T-013,Bryn Mawr/Broadway,Beginning Balance,6439333
2009,T-013,Bryn Mawr/Broadway,Ending Balance,7367669
2009,T-059,Calumet Avenue/Cermak Road,Beginning Balance,59270855
2009,T-059,Calumet Avenue/Cermak Road,Ending Balance,66450877
2009,T-063,Canal/Congress,Beginning Balance,40566589
2009,T-063,Canal/Congress,Ending Balance,54750701
2009,T-086,Central West,Beginning Balance,51138958
2009,T-086,Central West,Ending Balance,40975295
2009,T-015,Chatham-Ridge,Beginning Balance,13646391
2009,T-015,Chatham-Ridge,Ending Balance,12758563
2009,T-115,Chicago/Central Park,Beginning Balance,28486516
2009,T-115,Chicago/Central Park,Ending Balance,25416108
2009,T-094,Chicago/Kingsbury,Beginning Balance,22008577
2009,T-094,Chicago/Kingsbury,Ending Balance,26892518
2009,T-016,Chinatown Basin,Beginning Balance,10225621
2009,T-016,Chinatown Basin,Ending Balance,12913317
2009,T-096,Cicero/Archer,Beginning Balance,4155697
2009,T-096,Cicero/Archer,Ending Balance,5010476
2009,T-074,Clark Street and Ridge Avenue,Beginning Balance,5618045
2009,T-074,Clark Street and Ridge Avenue,Ending Balance,6888438
2009,T-070,Clark/Montrose,Beginning Balance,5953896
2009,T-070,Clark/Montrose,Ending Balance,9610566
2009,T-128,Commercial Avenue,Beginning Balance,6500994
2009,T-128,Commercial Avenue,Ending Balance,8124710
2009,T-134,Devon/Sheridan,Beginning Balance,983514
2009,T-134,Devon/Sheridan,Ending Balance,1142013
2009,T-076,Devon/Western,Beginning Balance,8792617
2009,T-076,Devon/Western,Ending Balance,9537792
2009,T-129,Diversey/Narragansett,Beginning Balance,1913607
2009,T-129,Diversey/Narragansett,Ending Balance,4235045
2009,T-107,Division/Homan,Beginning Balance,3519671
2009,T-107,Division/Homan,Ending Balance,4077582
2009,T-018,Division/North Branch,Beginning Balance,338886
2009,T-018,Division/North Branch,Ending Balance,309711
2009,T-017,Division-Hooker,Beginning Balance,1345314
2009,T-017,Division-Hooker,Ending Balance,1561829
2009,T-122,Drexel Boulevard,Beginning Balance,417584
