Fiscal Year,TIF Number,TIF Name,Period,Amount
2008,T-024,Homan-Arthington,Ending Balance,3810811
2008,T-026,Howard-Paulina,Beginning Balance,6042386
2008,T-026,Howard-Paulina,Ending Balance,7998744
2008,T-108,Humboldt Park Commercial,Beginning Balance,3683300
2008,T-108,Humboldt Park Commercial,Ending Balance,4963786
2008,T-165,Irving Park/Elston,Beginning Balance,0
2008,T-165,Irving Park/Elston,Ending Balance,0
2008,T-027,Irving/Cicero,Beginning Balance,776176
2008,T-027,Irving/Cicero,Ending Balance,941658
2008,T-057,Jefferson Park Business District,Beginning Balance,1761290
2008,T-057,Jefferson Park Business District,Ending Balance,2193120
2008,T-101,Jefferson/Roosevelt,Beginning Balance,10378035
2008,T-101,Jefferson/Roosevelt,Ending Balance,7293532
2008,T-160,Kennedy/Kimball,Beginning Balance,0
2008,T-160,Kennedy/Kimball,Ending Balance,0
2008,T-052,Kinzie Industrial Corridor,Beginning Balance,38559991
2008,T-052,Kinzie Industrial Corridor,Ending Balance,44821059
2008,T-162,Kostner Avenue,Beginning Balance,0
2008,T-162,Kostner Avenue,Ending Balance,0
2008,T-103,Lake Calumet Area Industrial,Beginning Balance,10380840
2008,T-103,Lake Calumet Area Industrial,Ending Balance,15752773
2008,T-119,Lakefront,Beginning Balance,298667
2008,T-119,Lakefront,Ending Balance,294758
2008,T-137,Lakeside/Clarendon,Beginning Balance,62962
2008,T-137,Lakeside/Clarendon,Ending Balance,125321
2008,T-147,LaSalle Central,Beginning Balance,9672999
2008,T-147,LaSalle Central,Ending Balance,26802911
2008,T-109,Lawrence/Broadway,Beginning Balance,5075720
2008,T-109,Lawrence/Broadway,Ending Balance,4012167
2008,T-088,Lawrence/Kedzie,Beginning Balance,28444618
2008,T-088,Lawrence/Kedzie,Ending Balance,29540108
2008,T-116,Lawrence/Pulaski,Beginning Balance,3695149
2008,T-116,Lawrence/Pulaski,Ending Balance,5090791
2008,T-077,Lincoln Avenue,Beginning Balance,38939928
2008,T-077,Lincoln Avenue,Ending Balance,39932687
2008,T-028,Lincoln-Belmont-Ashland,Beginning Balance,1881358
2008,T-028,Lincoln-Belmont-Ashland,Ending Balance,1841932
2008,T-164,Little Village East,Beginning Balance,0
2008,T-164,Little Village East,Ending Balance,0
2008,T-152,Little Village Industrial Corridor,Beginning Balance,0
2008,T-152,Little Village Industrial Corridor,Ending Balance,588204
2008,T-126,Madden/Wells,Beginning Balance,641120
2008,T-126,Madden/Wells,Ending Balance,865870
2008,T-075,Madison/Austin Corridor,Beginning Balance,38139842
2008,T-075,Madison/Austin Corridor,Ending Balance,15026982
2008,T-029,Michigan/Cermak,Beginning Balance,2466199
2008,T-029,Michigan/Cermak,Ending Balance,1800031
2008,T-089,Midway Industrial Corridor,Beginning Balance,3836738
2008,T-089,Midway Industrial Corridor,Ending Balance,2657886
2008,T-095,Midwest,Beginning Balance,50071253
2008,T-095,Midwest,Ending Balance,40158582
2008,T-102,Montclare,Beginning Balance,400007
2008,T-102,Montclare,Ending Balance,494767
2008,T-030,Near North,Beginning Balance,34402992
2008,T-030,Near North,Ending Balance,43112043
2008,T-031,Near South,Beginning Balance,91710882
2008,T-031,Near South,Ending Balance,104518122
2008,T-032,Near West,Beginning Balance,39568404
2008,T-032,Near West,Ending Balance,44925768
2008,T-033,North Branch (North),Beginning Balance,18084904
2008,T-033,North Branch (North),Ending Balance,21492979
2008,T-034,North Branch (South),Beginning Balance,18541618
2008,T-034,North Branch (South),Ending Balance,22854256
2008,T-166,North Pullman,Beginning Balance,0
2008,T-166,North Pullman,Ending Balance,0
2008,T-035,North-Cicero,Beginning Balance,1634947
2008,T-035,North-Cicero,Ending Balance,1765313
2008,T-064,Northwest Industrial Corridor,Beginning Balance,12834621
2008,T-064,Northwest Industrial Corridor,Ending Balance,14718481
2008,T-161,Ogden/Pulaski,Beginning Balance,0
2008,T-161,Ogden/Pulaski,Ending Balance,0
2008,T-100,Ohio/Wabash,Beginning Balance,1530905
2008,T-100,Ohio/Wabash,Ending Balance,1250485
2008,T-154,Pershing/King,Beginning Balance,0
2008,T-154,Pershing/King,Ending Balance,567954
2008,T-090,Peterson/Cicero,Beginning Balance,16755
2008,T-090,Peterson/Cicero,Ending Balance,475272
2008,T-091,Peterson/Pulaski,Beginning Balance,3230472
2008,T-091,Peterson/Pulaski,Ending Balance,4234904
2008,T-053,Pilsen Industrial Corridor,Beginning Balance,48102537
2008,T-053,Pilsen Industrial Corridor,Ending Balance,47305646
2008,T-058,Portage Park,Beginning Balance,7714345
2008,T-058,Portage Park,Ending Balance,10317207
2008,T-135,Pratt/Ridge Industrial Park Conservation Area,Beginning Balance,0
2008,T-135,Pratt/Ridge Industrial Park Conservation Area,Ending Balance,263374
2008,T-069,Pulaski Corridor,Beginning Balance,6775938
2008,T-069,Pulaski Corridor,Ending Balance,7998096
2008,T-139,Ravenswood Corridor,Beginning Balance,972879
2008,T-139,Ravenswood Corridor,Ending Balance,1500283
2008,T-036,Read-Dunning,Beginning Balance,6238091
2008,T-036,Read-Dunning,Ending Balance,8060602
2008,T-037,River South,Beginning Balance,29920568
2008,T-037,River South,Ending Balance,23542338
2008,T-104,River West,Beginning Balance,14356280
2008,T-104,River West,Ending Balance,18269587
2008,T-039,Roosevelt/Canal,Beginning Balance,2839717
2008,T-039,Roosevelt/Canal,Ending Balance,4017488
2008,T-038,Roosevelt/Cicero,Beginning Balance,5423528
2008,T-038,Roosevelt/Cicero,Ending Balance,7208294
2008,T-062,Roosevelt/Racine,Beginning Balance,1274011
2008,T-062,Roosevelt/Racine,Ending Balance,2754900
2008,T-068,Roosevelt/Union,Beginning Balance,3766223
2008,T-068,Roosevelt/Union,Ending Balance,4641372
2008,T-040,Roosevelt-Homan,Beginning Balance,5080536
2008,T-040,Roosevelt-Homan,Ending Balance,5549296
2008,T-113,Roseland/Michigan,Beginning Balance,1105516
2008,T-113,Roseland/Michigan,Ending Balance,1286339
2008,T-041,Ryan/Garfield,Beginning Balance,4838265
2008,T-041,Ryan/Garfield,Ending Balance,5371047
2008,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,1621153
2008,T-042,Sanitary Drainage and Ship Canal,Ending Balance,2014127
2008,T-093,South Chicago,Beginning Balance,1507957
2008,T-093,South Chicago,Ending Balance,2367132
2008,T-078,South Works Industrial,Beginning Balance,496314
2008,T-078,South Works Industrial,Ending Balance,699377
2008,T-149,Stevenson/Brighton,Beginning Balance,0
2008,T-149,Stevenson/Brighton,Ending Balance,891388
2008,T-043,Stockyards Annex,Beginning Balance,9685974
2008,T-043,Stockyards Annex,Ending Balance,11173689
2008,T-044,Stockyards Industrial Commercial,Beginning Balance,3558759
2008,T-044,Stockyards Industrial Commercial,Ending Balance,4408438
2008,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,6564064
2008,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,7700271
2008,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,5664109
2008,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,6283868
2008,T-146,Touhy/Western,Beginning Balance,8301297
2008,T-146,Touhy/Western,Ending Balance,8645560
2008,T-158,Weed/Freemont,Beginning Balance,0
2008,T-158,Weed/Freemont,Ending Balance,0
2008,T-046,West Grand,Beginning Balance,86694
2008,T-046,West Grand,Ending Balance,129106
2008,T-083,West Irving Park,Beginning Balance,6074219
2008,T-083,West Irving Park,Ending Balance,7264311
2008,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,10694
2008,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,120193
2008,T-047,West Ridge/Peterson,Beginning Balance,910364
2008,T-047,West Ridge/Peterson,Ending Balance,1494101
2008,T-084,Western Avenue North,Beginning Balance,10120892
2008,T-084,Western Avenue North,Ending Balance,11440149
2008,T-085,Western Avenue South,Beginning Balance,12156506
2008,T-085,Western Avenue South,Ending Balance,14127560
2008,T-142,Western Avenue/Rock Island,Beginning Balance,0
2008,T-142,Western Avenue/Rock Island,Ending Balance,1728062
2008,T-048,Western/Ogden,Beginning Balance,6633022
2008,T-048,Western/Ogden,Ending Balance,12316463
2008,T-110,Wilson Yard,Beginning Balance,10473681
2008,T-110,Wilson Yard,Ending Balance,15460346
2008,T-065,Woodlawn,Beginning Balance,5345946
2008,T-065,Woodlawn,Ending Balance,7354260
2007,T-111,105th/Vincennes,Beginning Balance,300374
2007,T-111,105th/Vincennes,Ending Balance,444912
2007,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,928753
2007,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,1230353
2007,T-114,119th and Halsted,Beginning Balance,821688
2007,T-114,119th and Halsted,Ending Balance,1855915
2007,T-125,119th/I-57,Beginning Balance,1039859
2007,T-125,119th/I-57,Ending Balance,2080149
2007,T-010,126th and Torrence,Beginning Balance,1052199
2007,T-010,126th and Torrence,Ending Balance,953391
2007,T-072,24th/Michigan,Beginning Balance,952134
2007,T-072,24th/Michigan,Ending Balance,1574341
2007,T-141,26th and King Drive,Beginning Balance,0
2007,T-141,26th and King Drive,Ending Balance,0
2007,T-051,26th/Kostner,Beginning Balance,108065
2007,T-051,26th/Kostner,Ending Balance,217506
2007,T-079,35th and Wallace,Beginning Balance,544176
2007,T-079,35th and Wallace,Ending Balance,910156
2007,T-001,35th/Halsted,Beginning Balance,6472039
2007,T-001,35th/Halsted,Ending Balance,9643781
2007,T-131,35th/State,Beginning Balance,667640
2007,T-131,35th/State,Ending Balance,1053989
2007,T-132,40th/State,Beginning Balance,0
2007,T-132,40th/State,Ending Balance,0
2007,T-055,43rd/Cottage Grove,Beginning Balance,2795060
2007,T-055,43rd/Cottage Grove,Ending Balance,3935891
2007,T-003,43rd/Damen,Beginning Balance,626616
2007,T-003,43rd/Damen,Ending Balance,762311
2007,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,144973
2007,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,150889
2007,T-117,47th/Ashland,Beginning Balance,3748417
2007,T-117,47th/Ashland,Ending Balance,6181493
2007,T-121,47th/Halsted,Beginning Balance,3582299
2007,T-121,47th/Halsted,Ending Balance,5963035
2007,T-118,47th/King Drive,Beginning Balance,8595914
2007,T-118,47th/King Drive,Ending Balance,14222283
2007,T-136,47th/State,Beginning Balance,1124690
2007,T-136,47th/State,Ending Balance,2287331
2007,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,596853
2007,T-004,49th Street/St. Lawrence Avenue,Ending Balance,884528
2007,T-097,51st/Archer,Beginning Balance,1557913
2007,T-097,51st/Archer,Ending Balance,35436578
2007,T-105,53rd Street,Beginning Balance,1873251
2007,T-105,53rd Street,Ending Balance,2471589
2007,T-005,60th and Western,Beginning Balance,1587806
2007,T-005,60th and Western,Ending Balance,2609313
2007,T-143,63rd/Ashland,Beginning Balance,0
2007,T-143,63rd/Ashland,Ending Balance,0
2007,T-098,63rd/Pulaski,Beginning Balance,4676297
2007,T-098,63rd/Pulaski,Ending Balance,5193834
2007,T-124,67th/Cicero,Beginning Balance,198948
2007,T-124,67th/Cicero,Ending Balance,115604
2007,T-138,69th/Ashland,Beginning Balance,5956
2007,T-138,69th/Ashland,Ending Balance,69954
2007,T-060,71st/Stony Island,Beginning Balance,7312306
2007,T-060,71st/Stony Island,Ending Balance,81065938
2007,T-006,72nd and Cicero,Beginning Balance,1139582
2007,T-006,72nd and Cicero,Ending Balance,1437655
2007,T-007,73rd and Kedzie,Beginning Balance,502043
2007,T-007,73rd and Kedzie,Ending Balance,506064
2007,T-145,73rd/University,Beginning Balance,0
2007,T-145,73rd/University,Ending Balance,0
2007,T-056,79th Street Corridor,Beginning Balance,1334607
2007,T-056,79th Street Corridor,Ending Balance,2088148
2007,T-112,79th Street/Southwest Highway,Beginning Balance,1735860
2007,T-112,79th Street/Southwest Highway,Ending Balance,2905344
2007,T-140,79th/Cicero,Beginning Balance,0
2007,T-140,79th/Cicero,Ending Balance,0
2007,T-155,79th/Vincennes,Beginning Balance,0
2007,T-155,79th/Vincennes,Ending Balance,0
2007,T-133,83rd/Stewart,Beginning Balance,0
2007,T-133,83rd/Stewart,Ending Balance,132172
2007,T-127,87th/Cottage Grove,Beginning Balance,4403808
2007,T-127,87th/Cottage Grove,Ending Balance,4247401
2007,T-049,89th and State,Beginning Balance,39308
2007,T-049,89th and State,Ending Balance,350439
2007,T-009,95th and Western,Beginning Balance,2858122
2007,T-009,95th and Western,Ending Balance,3366576
2007,T-008,95th Street and Stony Island,Beginning Balance,2352313
2007,T-008,95th Street and Stony Island,Ending Balance,2868601
2007,T-011,Addison Corridor North,Beginning Balance,5601294
2007,T-011,Addison Corridor North,Ending Balance,6530610
2007,T-150,Addison South,Beginning Balance,0
2007,T-150,Addison South,Ending Balance,0
2007,T-080,Addison/Kimball,Beginning Balance,1134828
2007,T-080,Addison/Kimball,Ending Balance,1661712
2007,T-067,Archer Courts,Beginning Balance,860066
2007,T-067,Archer Courts,Ending Balance,1076893
2007,T-099,Archer/Central,Beginning Balance,1737908
2007,T-099,Archer/Central,Ending Balance,2653162
2007,T-151,Armitage/Pulaski,Beginning Balance,0
2007,T-151,Armitage/Pulaski,Ending Balance,0
2007,T-156,Austin Commercial,Beginning Balance,0
2007,T-156,Austin Commercial,Ending Balance,0
2007,T-123,Avalon Park/South Shore,Beginning Balance,1197019
2007,T-123,Avalon Park/South Shore,Ending Balance,1400583
2007,T-081,Belmont/Central,Beginning Balance,7286640
2007,T-081,Belmont/Central,Ending Balance,8421679
2007,T-082,Belmont/Cicero,Beginning Balance,2146210
2007,T-082,Belmont/Cicero,Ending Balance,3313047
2007,T-012,Bloomingdale/Laramie,Beginning Balance,551
2007,T-012,Bloomingdale/Laramie,Ending Balance,558
2007,T-061,Bronzeville,Beginning Balance,8239059
2007,T-061,Bronzeville,Ending Balance,12625006
2007,T-013,Bryn Mawr/Broadway,Beginning Balance,3937024
2007,T-013,Bryn Mawr/Broadway,Ending Balance,5177547
2007,T-059,Calumet Avenue/Cermak Road,Beginning Balance,41004298
2007,T-059,Calumet Avenue/Cermak Road,Ending Balance,49574507
2007,T-063,Canal/Congress,Beginning Balance,26349358
2007,T-063,Canal/Congress,Ending Balance,29932342
2007,T-014,Central Loop,Beginning Balance,220631190
2007,T-014,Central Loop,Ending Balance,254990539
2007,T-086,Central West,Beginning Balance,16895869
2007,T-086,Central West,Ending Balance,62728988
2007,T-015,Chatham-Ridge,Beginning Balance,19354568
2007,T-015,Chatham-Ridge,Ending Balance,19537705
2007,T-115,Chicago/Central Park,Beginning Balance,9066434
2007,T-115,Chicago/Central Park,Ending Balance,33627784
2007,T-094,Chicago/Kingsbury,Beginning Balance,15266016
2007,T-094,Chicago/Kingsbury,Ending Balance,15218512
2007,T-016,Chinatown Basin,Beginning Balance,6939081
2007,T-016,Chinatown Basin,Ending Balance,8839937
2007,T-096,Cicero/Archer,Beginning Balance,2380372
2007,T-096,Cicero/Archer,Ending Balance,3237314
2007,T-074,Clark Street and Ridge Avenue,Beginning Balance,3919806
2007,T-074,Clark Street and Ridge Avenue,Ending Balance,4220781
2007,T-070,Clark/Montrose,Beginning Balance,4059473
2007,T-070,Clark/Montrose,Ending Balance,4356438
2007,T-128,Commercial Avenue,Beginning Balance,3133429
2007,T-128,Commercial Avenue,Ending Balance,4768992
2007,T-134,Devon/Sheridan,Beginning Balance,575107
2007,T-134,Devon/Sheridan,Ending Balance,1274203
2007,T-076,Devon/Western,Beginning Balance,7333151
2007,T-076,Devon/Western,Ending Balance,6552201
2007,T-129,Diversey/Narragansett,Beginning Balance,1948818
2007,T-129,Diversey/Narragansett,Ending Balance,2889492
2007,T-107,Division/Homan,Beginning Balance,2015025
2007,T-107,Division/Homan,Ending Balance,2828307
2007,T-018,Division/North Branch,Beginning Balance,377136
2007,T-018,Division/North Branch,Ending Balance,341303
2007,T-017,Division-Hooker,Beginning Balance,907998
2007,T-017,Division-Hooker,Ending Balance,1132560
2007,T-122,Drexel Boulevard,Beginning Balance,35934
2007,T-122,Drexel Boulevard,Ending Balance,89651
2007,T-019,Eastman/North Branch,Beginning Balance,606315
2007,T-019,Eastman/North Branch,Ending Balance,837223
2007,T-020,Edgewater,Beginning Balance,1393637
2007,T-020,Edgewater,Ending Balance,1450075
2007,T-130,Edgewater/Ashland,Beginning Balance,3603093
2007,T-130,Edgewater/Ashland,Ending Balance,3698708
2007,T-153,Elston/Armstrong Industrial Corridor,Beginning Balance,0
2007,T-153,Elston/Armstrong Industrial Corridor,Ending Balance,0
2007,T-021,Englewood Mall,Beginning Balance,4237453
2007,T-021,Englewood Mall,Ending Balance,4756379
2007,T-106,Englewood Neighborhood,Beginning Balance,7853135
2007,T-106,Englewood Neighborhood,Ending Balance,10969042
2007,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Beginning Balance,334907
2007,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Ending Balance,404398
2007,T-087,Fullerton/Milwaukee,Beginning Balance,9733283
2007,T-087,Fullerton/Milwaukee,Ending Balance,19401823
2007,T-022,Fullteron/Normandy,Beginning Balance,4450637
2007,T-022,Fullteron/Normandy,Ending Balance,5211536
2007,T-071,Galewood/Armitage Industrial,Beginning Balance,3816628
2007,T-036,Read-Dunning,Beginning Balance,5110357
2007,T-071,Galewood/Armitage Industrial,Ending Balance,13407666
2007,T-023,Goose Island,Beginning Balance,6743983
2007,T-023,Goose Island,Ending Balance,7590464
2007,T-066,Greater Southwest Industrial Corridor (East),Beginning Balance,1042669
2007,T-066,Greater Southwest Industrial Corridor (East),Ending Balance,1739362
2007,T-092,Greater Southwest Industrial Corridor (West),Beginning Balance,4373088
2007,T-092,Greater Southwest Industrial Corridor (West),Ending Balance,5435794
2007,T-148,Harlem Industrial Park Conservation Area,Beginning Balance,0
2007,T-148,Harlem Industrial Park Conservation Area,Ending Balance,0
2007,T-144,Harrison/Central,Beginning Balance,0
2007,T-144,Harrison/Central,Ending Balance,701650
2007,T-157,Hollywood/Sheridan,Beginning Balance,0
2007,T-157,Hollywood/Sheridan,Ending Balance,0
2007,T-025,Homan/Grand Trunk,Beginning Balance,1635087
2007,T-025,Homan/Grand Trunk,Ending Balance,1827574
2007,T-024,Homan-Arthington,Beginning Balance,2805449
2007,T-024,Homan-Arthington,Ending Balance,3214693
2007,T-026,Howard-Paulina,Beginning Balance,3910715
2007,T-026,Howard-Paulina,Ending Balance,6042386
2007,T-108,Humboldt Park Commercial,Beginning Balance,5046809
2007,T-108,Humboldt Park Commercial,Ending Balance,3683300
2007,T-027,Irving/Cicero,Beginning Balance,735680
2007,T-027,Irving/Cicero,Ending Balance,776176
2007,T-057,Jefferson Park Business District,Beginning Balance,1073214
2007,T-057,Jefferson Park Business District,Ending Balance,1761290
2007,T-101,Jefferson/Roosevelt,Beginning Balance,7385384
2007,T-101,Jefferson/Roosevelt,Ending Balance,10378035
2007,T-052,Kinzie Industrial Corridor,Beginning Balance,30816453
2007,T-052,Kinzie Industrial Corridor,Ending Balance,38559991
2007,T-103,Lake Calumet Area Industrial,Beginning Balance,4628697
2007,T-103,Lake Calumet Area Industrial,Ending Balance,10380840
2007,T-119,Lakefront,Beginning Balance,354415
2007,T-119,Lakefront,Ending Balance,298667
2007,T-137,Lakeside/Clarendon,Beginning Balance,3018
2007,T-137,Lakeside/Clarendon,Ending Balance,62962
2007,T-147,LaSalle Central,Beginning Balance,0
2007,T-147,LaSalle Central,Ending Balance,9672999
2007,T-109,Lawrence/Broadway,Beginning Balance,1960084
2007,T-109,Lawrence/Broadway,Ending Balance,5075720
2007,T-088,Lawrence/Kedzie,Beginning Balance,9504552
2007,T-088,Lawrence/Kedzie,Ending Balance,28444618
2007,T-116,Lawrence/Pulaski,Beginning Balance,2556525
2007,T-116,Lawrence/Pulaski,Ending Balance,3695149
2007,T-077,Lincoln Avenue,Beginning Balance,6486917
2007,T-077,Lincoln Avenue,Ending Balance,38939928
2007,T-028,Lincoln-Belmont-Ashland,Beginning Balance,2134268
2007,T-028,Lincoln-Belmont-Ashland,Ending Balance,1881358
2007,T-152,Little Village Industrial Corridor,Beginning Balance,0
2007,T-152,Little Village Industrial Corridor,Ending Balance,0
2007,T-126,Madden/Wells,Beginning Balance,329601
2007,T-126,Madden/Wells,Ending Balance,641120
2007,T-075,Madison/Austin Corridor,Beginning Balance,6510473
2007,T-075,Madison/Austin Corridor,Ending Balance,38139842
2007,T-029,Michigan/Cermak,Beginning Balance,2460903
2007,T-029,Michigan/Cermak,Ending Balance,2466199
2007,T-089,Midway Industrial Corridor,Beginning Balance,3497460
2007,T-089,Midway Industrial Corridor,Ending Balance,3836738
2007,T-095,Midwest,Beginning Balance,17209677
2007,T-095,Midwest,Ending Balance,50071253
2007,T-102,Montclare,Beginning Balance,217002
2007,T-102,Montclare,Ending Balance,400007
2007,T-030,Near North,Beginning Balance,29314096
2007,T-030,Near North,Ending Balance,34402992
2007,T-031,Near South,Beginning Balance,82323472
2007,T-031,Near South,Ending Balance,91710882
2007,T-032,Near West,Beginning Balance,36567209
2007,T-032,Near West,Ending Balance,39568404
2007,T-033,North Branch (North),Beginning Balance,14855962
2007,T-033,North Branch (North),Ending Balance,18084904
2007,T-034,North Branch (South),Beginning Balance,14101764
2007,T-034,North Branch (South),Ending Balance,18541618
2007,T-035,North-Cicero,Beginning Balance,1345697
2007,T-035,North-Cicero,Ending Balance,1634947
2007,T-064,Northwest Industrial Corridor,Beginning Balance,12617032
2007,T-064,Northwest Industrial Corridor,Ending Balance,12834621
2007,T-100,Ohio/Wabash,Beginning Balance,1457174
2007,T-100,Ohio/Wabash,Ending Balance,1530905
2007,T-154,Pershing/King,Beginning Balance,0
2007,T-154,Pershing/King,Ending Balance,0
2007,T-090,Peterson/Cicero,Beginning Balance,0
2007,T-090,Peterson/Cicero,Ending Balance,16755
2007,T-091,Peterson/Pulaski,Beginning Balance,2321477
2007,T-091,Peterson/Pulaski,Ending Balance,3230472
2007,T-053,Pilsen Industrial Corridor,Beginning Balance,44425701
2007,T-053,Pilsen Industrial Corridor,Ending Balance,48102537
2007,T-058,Portage Park,Beginning Balance,5003117
2007,T-058,Portage Park,Ending Balance,7714345
2007,T-135,Pratt/Ridge Industrial Park Conservation Area,Beginning Balance,0
2007,T-135,Pratt/Ridge Industrial Park Conservation Area,Ending Balance,0
2007,T-069,Pulaski Corridor,Beginning Balance,6296885
2007,T-069,Pulaski Corridor,Ending Balance,6775938
2007,T-139,Ravenswood Corridor,Beginning Balance,503977
2007,T-139,Ravenswood Corridor,Ending Balance,972879
2007,T-036,Read-Dunning,Ending Balance,6238091
2007,T-037,River South,Beginning Balance,19309121
2007,T-037,River South,Ending Balance,29920568
2007,T-104,River West,Beginning Balance,15334276
2007,T-104,River West,Ending Balance,14356280
2007,T-039,Roosevelt/Canal,Beginning Balance,1740985
2007,T-039,Roosevelt/Canal,Ending Balance,2839717
2007,T-038,Roosevelt/Cicero,Beginning Balance,3981154
2007,T-038,Roosevelt/Cicero,Ending Balance,5423528
2007,T-062,Roosevelt/Racine,Beginning Balance,347594
2007,T-062,Roosevelt/Racine,Ending Balance,1274011
2007,T-068,Roosevelt/Union,Beginning Balance,3698485
2007,T-068,Roosevelt/Union,Ending Balance,3766223
2007,T-040,Roosevelt-Homan,Beginning Balance,3997341
2007,T-040,Roosevelt-Homan,Ending Balance,5080536
2007,T-113,Roseland/Michigan,Beginning Balance,581990
2007,T-113,Roseland/Michigan,Ending Balance,1105516
2007,T-041,Ryan/Garfield,Beginning Balance,4274291
2007,T-041,Ryan/Garfield,Ending Balance,4838265
2007,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,1474556
2007,T-042,Sanitary Drainage and Ship Canal,Ending Balance,1621153
2007,T-093,South Chicago,Beginning Balance,1680070
2007,T-093,South Chicago,Ending Balance,1507957
2007,T-078,South Works Industrial,Beginning Balance,330922
2007,T-078,South Works Industrial,Ending Balance,496314
2007,T-149,Stevenson/Brighton,Beginning Balance,0
2007,T-149,Stevenson/Brighton,Ending Balance,0
2007,T-043,Stockyards Annex,Beginning Balance,7926399
2007,T-043,Stockyards Annex,Ending Balance,9685974
2007,T-044,Stockyards Industrial Commercial,Beginning Balance,8191361
2007,T-044,Stockyards Industrial Commercial,Ending Balance,3558759
2007,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,13849009
2007,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,6564064
2007,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,5252753
2007,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,5664109
2007,T-146,Touhy/Western,Beginning Balance,0
2007,T-146,Touhy/Western,Ending Balance,8301297
2007,T-046,West Grand,Beginning Balance,100568
2007,T-046,West Grand,Ending Balance,86694
2007,T-083,West Irving Park,Beginning Balance,4954546
2007,T-083,West Irving Park,Ending Balance,6074219
2007,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,378
2007,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,10694
2007,T-047,West Ridge/Peterson,Beginning Balance,3062453
2007,T-047,West Ridge/Peterson,Ending Balance,910364
2007,T-084,Western Avenue North,Beginning Balance,9835065
2007,T-084,Western Avenue North,Ending Balance,10120892
2007,T-085,Western Avenue South,Beginning Balance,7170318
2007,T-085,Western Avenue South,Ending Balance,12156506
2007,T-142,Western Avenue/Rock Island,Beginning Balance,0
2007,T-142,Western Avenue/Rock Island,Ending Balance,0
2007,T-048,Western/Ogden,Beginning Balance,4010466
2007,T-048,Western/Ogden,Ending Balance,6633022
2007,T-110,Wilson Yard,Beginning Balance,6706999
2007,T-110,Wilson Yard,Ending Balance,10473681
2007,T-065,Woodlawn,Beginning Balance,5320443
2007,T-065,Woodlawn,Ending Balance,5345946
2006,T-111,105th/Vincennes,Beginning Balance,171253
2006,T-111,105th/Vincennes,Ending Balance,300374
2006,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,691997
2006,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,928753
2006,T-114,119th and Halsted,Beginning Balance,569451
2006,T-114,119th and Halsted,Ending Balance,821688
2006,T-125,119th/I-57,Beginning Balance,597239
2006,T-125,119th/I-57,Ending Balance,1039859
2006,T-010,126th and Torrence,Beginning Balance,873729
2006,T-010,126th and Torrence,Ending Balance,1052199
2006,T-072,24th/Michigan,Beginning Balance,852226
2006,T-072,24th/Michigan,Ending Balance,952134
2006,T-141,26th and King Drive,Beginning Balance,0
2006,T-141,26th and King Drive,Ending Balance,0
2006,T-051,26th/Kostner,Beginning Balance,65623
2006,T-051,26th/Kostner,Ending Balance,108065
2006,T-079,35th and Wallace,Beginning Balance,349808
2006,T-079,35th and Wallace,Ending Balance,544176
2006,T-001,35th/Halsted,Beginning Balance,4130391
2006,T-001,35th/Halsted,Ending Balance,6472039
2006,T-131,35th/State,Beginning Balance,425664
2006,T-131,35th/State,Ending Balance,667640
2006,T-132,40th/State,Beginning Balance,0
2006,T-132,40th/State,Ending Balance,0
2006,T-055,43rd/Cottage Grove,Beginning Balance,2340036
2006,T-055,43rd/Cottage Grove,Ending Balance,2795060
2006,T-003,43rd/Damen,Beginning Balance,472985
2006,T-003,43rd/Damen,Ending Balance,626616
2006,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,175341
2006,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,144973
2006,T-117,47th/Ashland,Beginning Balance,2552811
2006,T-117,47th/Ashland,Ending Balance,3748417
2006,T-121,47th/Halsted,Beginning Balance,2216007
2006,T-121,47th/Halsted,Ending Balance,3582299
2006,T-118,47th/King Drive,Beginning Balance,5225769
2006,T-118,47th/King Drive,Ending Balance,8595914
2006,T-136,47th/State,Beginning Balance,494983
